participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.random_treatment_ids,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,session.params,informed_consent.1.player.id_in_group,informed_consent.1.player.role,informed_consent.1.player.payoff,informed_consent.1.player.consent_given,informed_consent.1.group.id_in_subsession,informed_consent.1.subsession.round_number,demographics.1.player.id_in_group,demographics.1.player.role,demographics.1.player.payoff,demographics.1.player.age,demographics.1.player.gender,demographics.1.player.highest_education,demographics.1.player.country,demographics.1.player.workexperience,demographics.1.group.id_in_subsession,demographics.1.subsession.round_number,instructions_trust.1.player.id_in_group,instructions_trust.1.player.role,instructions_trust.1.player.payoff,instructions_trust.1.player.instruction_q1,instructions_trust.1.player.instruction_q2,instructions_trust.1.player.instruction_q3,instructions_trust.1.player.instruction_q4,instructions_trust.1.group.id_in_subsession,instructions_trust.1.subsession.round_number,trust.1.player.id_in_group,trust.1.player.role,trust.1.player.payoff,trust.1.player.control,trust.1.group.id_in_subsession,trust.1.group.minimum_amount,trust.1.group.chosen_effort,trust.1.group.chosen_effort_min5,trust.1.group.chosen_effort_min10,trust.1.group.chosen_effort_min20,trust.1.subsession.round_number,feedback.1.player.id_in_group,feedback.1.player.role,feedback.1.player.payoff,feedback.1.player.feedback_text,feedback.1.group.id_in_subsession,feedback.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.role,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number,instructions_sliders.1.player.id_in_group,instructions_sliders.1.player.role,instructions_sliders.1.player.payoff,instructions_sliders.1.player.instruction_q1,instructions_sliders.1.player.instruction_q2,instructions_sliders.1.player.instruction_q3,instructions_sliders.1.group.id_in_subsession,instructions_sliders.1.subsession.round_number,sliders.1.player.id_in_group,sliders.1.player.role,sliders.1.player.payoff,sliders.1.player.iteration,sliders.1.player.num_correct,sliders.1.player.control,sliders.1.group.id_in_subsession,sliders.1.group.minimum_amount,sliders.1.group.chosen_effort,sliders.1.subsession.round_number
41,xeyi2w98,,0,4,13,trust,StartWaitPage,2023-01-11 08:54:15.722593,1,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,41,,0.0,1,1,1,41,,0.0,18-24,Female,Bachelors Degree,Austria,4,1,1,41,,0.0,Yes,No,10,80,1,1,41,,0.0,20,1,,,,,,1,41,,0.0,,1,1,41,,0.0,1,1,,,,,,,,,,,,,,,,,,
42,6n78e91x,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,42,,0.0,,1,1,42,,0.0,,,,,,1,1,42,,0.0,,,,,1,1,42,,0.0,20,1,,,,,,1,42,,0.0,,1,1,42,,0.0,1,1,,,,,,,,,,,,,,,,,,
43,he94n5hb,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,43,,0.0,,1,1,43,,0.0,,,,,,1,1,43,,0.0,,,,,1,1,43,,0.0,20,1,,,,,,1,43,,0.0,,1,1,43,,0.0,1,1,,,,,,,,,,,,,,,,,,
44,ihp2l4g9,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,44,,0.0,,1,1,44,,0.0,,,,,,1,1,44,,0.0,,,,,1,1,44,,0.0,20,1,,,,,,1,44,,0.0,,1,1,44,,0.0,1,1,,,,,,,,,,,,,,,,,,
45,fuywwp7v,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,45,,0.0,,1,1,45,,0.0,,,,,,1,1,45,,0.0,,,,,1,1,45,,0.0,20,1,,,,,,1,45,,0.0,,1,1,45,,0.0,1,1,,,,,,,,,,,,,,,,,,
46,rnxhs9rm,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,46,,0.0,,1,1,46,,0.0,,,,,,1,1,46,,0.0,,,,,1,1,46,,0.0,20,1,,,,,,1,46,,0.0,,1,1,46,,0.0,1,1,,,,,,,,,,,,,,,,,,
47,rf4wc1q0,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,47,,0.0,,1,1,47,,0.0,,,,,,1,1,47,,0.0,,,,,1,1,47,,0.0,20,1,,,,,,1,47,,0.0,,1,1,47,,0.0,1,1,,,,,,,,,,,,,,,,,,
48,wmwoilow,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,48,,0.0,,1,1,48,,0.0,,,,,,1,1,48,,0.0,,,,,1,1,48,,0.0,20,1,,,,,,1,48,,0.0,,1,1,48,,0.0,1,1,,,,,,,,,,,,,,,,,,
49,mgn1nlmt,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,49,,0.0,,1,1,49,,0.0,,,,,,1,1,49,,0.0,,,,,1,1,49,,0.0,20,1,,,,,,1,49,,0.0,,1,1,49,,0.0,1,1,,,,,,,,,,,,,,,,,,
50,b0ss7p6r,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,50,,0.0,,1,1,50,,0.0,,,,,,1,1,50,,0.0,,,,,1,1,50,,0.0,20,1,,,,,,1,50,,0.0,,1,1,50,,0.0,1,1,,,,,,,,,,,,,,,,,,
51,lyj27jq9,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,51,,0.0,,1,1,51,,0.0,,,,,,1,1,51,,0.0,,,,,1,1,51,,0.0,20,1,,,,,,1,51,,0.0,,1,1,51,,0.0,1,1,,,,,,,,,,,,,,,,,,
52,1l831lwy,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,52,,0.0,,1,1,52,,0.0,,,,,,1,1,52,,0.0,,,,,1,1,52,,0.0,20,1,,,,,,1,52,,0.0,,1,1,52,,0.0,1,1,,,,,,,,,,,,,,,,,,
53,k222flpt,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,53,,0.0,,1,1,53,,0.0,,,,,,1,1,53,,0.0,,,,,1,1,53,,0.0,20,1,,,,,,1,53,,0.0,,1,1,53,,0.0,1,1,,,,,,,,,,,,,,,,,,
54,lc9b4uhe,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,54,,0.0,,1,1,54,,0.0,,,,,,1,1,54,,0.0,,,,,1,1,54,,0.0,20,1,,,,,,1,54,,0.0,,1,1,54,,0.0,1,1,,,,,,,,,,,,,,,,,,
55,dtnnyx3j,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,55,,0.0,,1,1,55,,0.0,,,,,,1,1,55,,0.0,,,,,1,1,55,,0.0,20,1,,,,,,1,55,,0.0,,1,1,55,,0.0,1,1,,,,,,,,,,,,,,,,,,
56,nxb9uj3h,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,56,,0.0,,1,1,56,,0.0,,,,,,1,1,56,,0.0,,,,,1,1,56,,0.0,20,1,,,,,,1,56,,0.0,,1,1,56,,0.0,1,1,,,,,,,,,,,,,,,,,,
57,llk08e10,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,57,,0.0,,1,1,57,,0.0,,,,,,1,1,57,,0.0,,,,,1,1,57,,0.0,20,1,,,,,,1,57,,0.0,,1,1,57,,0.0,1,1,,,,,,,,,,,,,,,,,,
58,7xq421em,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,58,,0.0,,1,1,58,,0.0,,,,,,1,1,58,,0.0,,,,,1,1,58,,0.0,20,1,,,,,,1,58,,0.0,,1,1,58,,0.0,1,1,,,,,,,,,,,,,,,,,,
59,d4r5gdvv,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,59,,0.0,,1,1,59,,0.0,,,,,,1,1,59,,0.0,,,,,1,1,59,,0.0,20,1,,,,,,1,59,,0.0,,1,1,59,,0.0,1,1,,,,,,,,,,,,,,,,,,
60,kuy8tlr5,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,60,,0.0,,1,1,60,,0.0,,,,,,1,1,60,,0.0,,,,,1,1,60,,0.0,20,1,,,,,,1,60,,0.0,,1,1,60,,0.0,1,1,,,,,,,,,,,,,,,,,,
61,objrqb7y,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,61,,0.0,,1,1,61,,0.0,,,,,,1,1,61,,0.0,,,,,1,1,61,,0.0,20,1,,,,,,1,61,,0.0,,1,1,61,,0.0,1,1,,,,,,,,,,,,,,,,,,
62,8nwhttkq,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,62,,0.0,,1,1,62,,0.0,,,,,,1,1,62,,0.0,,,,,1,1,62,,0.0,20,1,,,,,,1,62,,0.0,,1,1,62,,0.0,1,1,,,,,,,,,,,,,,,,,,
63,sc3lps9n,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,63,,0.0,,1,1,63,,0.0,,,,,,1,1,63,,0.0,,,,,1,1,63,,0.0,20,1,,,,,,1,63,,0.0,,1,1,63,,0.0,1,1,,,,,,,,,,,,,,,,,,
64,801oxbv5,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,64,,0.0,,1,1,64,,0.0,,,,,,1,1,64,,0.0,,,,,1,1,64,,0.0,20,1,,,,,,1,64,,0.0,,1,1,64,,0.0,1,1,,,,,,,,,,,,,,,,,,
65,umxwd7pk,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,65,,0.0,,1,1,65,,0.0,,,,,,1,1,65,,0.0,,,,,1,1,65,,0.0,20,1,,,,,,1,65,,0.0,,1,1,65,,0.0,1,1,,,,,,,,,,,,,,,,,,
66,dda6uh9w,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,66,,0.0,,1,1,66,,0.0,,,,,,1,1,66,,0.0,,,,,1,1,66,,0.0,20,1,,,,,,1,66,,0.0,,1,1,66,,0.0,1,1,,,,,,,,,,,,,,,,,,
67,wtlojyo1,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,67,,0.0,,1,1,67,,0.0,,,,,,1,1,67,,0.0,,,,,1,1,67,,0.0,20,1,,,,,,1,67,,0.0,,1,1,67,,0.0,1,1,,,,,,,,,,,,,,,,,,
68,r4zmac0a,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,68,,0.0,,1,1,68,,0.0,,,,,,1,1,68,,0.0,,,,,1,1,68,,0.0,20,1,,,,,,1,68,,0.0,,1,1,68,,0.0,1,1,,,,,,,,,,,,,,,,,,
69,tyksski3,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,69,,0.0,,1,1,69,,0.0,,,,,,1,1,69,,0.0,,,,,1,1,69,,0.0,20,1,,,,,,1,69,,0.0,,1,1,69,,0.0,1,1,,,,,,,,,,,,,,,,,,
70,w0to9d4m,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,70,,0.0,,1,1,70,,0.0,,,,,,1,1,70,,0.0,,,,,1,1,70,,0.0,20,1,,,,,,1,70,,0.0,,1,1,70,,0.0,1,1,,,,,,,,,,,,,,,,,,
71,c5j3qr8k,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,71,,0.0,,1,1,71,,0.0,,,,,,1,1,71,,0.0,,,,,1,1,71,,0.0,20,1,,,,,,1,71,,0.0,,1,1,71,,0.0,1,1,,,,,,,,,,,,,,,,,,
72,o0sc05uo,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,72,,0.0,,1,1,72,,0.0,,,,,,1,1,72,,0.0,,,,,1,1,72,,0.0,20,1,,,,,,1,72,,0.0,,1,1,72,,0.0,1,1,,,,,,,,,,,,,,,,,,
73,7axvsul4,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,73,,0.0,,1,1,73,,0.0,,,,,,1,1,73,,0.0,,,,,1,1,73,,0.0,20,1,,,,,,1,73,,0.0,,1,1,73,,0.0,1,1,,,,,,,,,,,,,,,,,,
74,ti2c8lfi,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,74,,0.0,,1,1,74,,0.0,,,,,,1,1,74,,0.0,,,,,1,1,74,,0.0,20,1,,,,,,1,74,,0.0,,1,1,74,,0.0,1,1,,,,,,,,,,,,,,,,,,
75,mziap43o,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,75,,0.0,,1,1,75,,0.0,,,,,,1,1,75,,0.0,,,,,1,1,75,,0.0,20,1,,,,,,1,75,,0.0,,1,1,75,,0.0,1,1,,,,,,,,,,,,,,,,,,
76,0j0306ul,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,76,,0.0,,1,1,76,,0.0,,,,,,1,1,76,,0.0,,,,,1,1,76,,0.0,20,1,,,,,,1,76,,0.0,,1,1,76,,0.0,1,1,,,,,,,,,,,,,,,,,,
77,bvq0t128,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,77,,0.0,,1,1,77,,0.0,,,,,,1,1,77,,0.0,,,,,1,1,77,,0.0,20,1,,,,,,1,77,,0.0,,1,1,77,,0.0,1,1,,,,,,,,,,,,,,,,,,
78,zchg5jz4,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,78,,0.0,,1,1,78,,0.0,,,,,,1,1,78,,0.0,,,,,1,1,78,,0.0,20,1,,,,,,1,78,,0.0,,1,1,78,,0.0,1,1,,,,,,,,,,,,,,,,,,
79,0kabl1cx,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,79,,0.0,,1,1,79,,0.0,,,,,,1,1,79,,0.0,,,,,1,1,79,,0.0,20,1,,,,,,1,79,,0.0,,1,1,79,,0.0,1,1,,,,,,,,,,,,,,,,,,
80,snyjek3v,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,80,,0.0,,1,1,80,,0.0,,,,,,1,1,80,,0.0,,,,,1,1,80,,0.0,20,1,,,,,,1,80,,0.0,,1,1,80,,0.0,1,1,,,,,,,,,,,,,,,,,,
81,y1g4ea3s,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,81,,0.0,,1,1,81,,0.0,,,,,,1,1,81,,0.0,,,,,1,1,81,,0.0,20,1,,,,,,1,81,,0.0,,1,1,81,,0.0,1,1,,,,,,,,,,,,,,,,,,
82,4kaeepux,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,82,,0.0,,1,1,82,,0.0,,,,,,1,1,82,,0.0,,,,,1,1,82,,0.0,20,1,,,,,,1,82,,0.0,,1,1,82,,0.0,1,1,,,,,,,,,,,,,,,,,,
83,5tuc8w48,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,83,,0.0,,1,1,83,,0.0,,,,,,1,1,83,,0.0,,,,,1,1,83,,0.0,20,1,,,,,,1,83,,0.0,,1,1,83,,0.0,1,1,,,,,,,,,,,,,,,,,,
84,nd1ru1ta,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,84,,0.0,,1,1,84,,0.0,,,,,,1,1,84,,0.0,,,,,1,1,84,,0.0,20,1,,,,,,1,84,,0.0,,1,1,84,,0.0,1,1,,,,,,,,,,,,,,,,,,
85,8arcerr1,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,85,,0.0,,1,1,85,,0.0,,,,,,1,1,85,,0.0,,,,,1,1,85,,0.0,20,1,,,,,,1,85,,0.0,,1,1,85,,0.0,1,1,,,,,,,,,,,,,,,,,,
86,08i24jrh,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,86,,0.0,,1,1,86,,0.0,,,,,,1,1,86,,0.0,,,,,1,1,86,,0.0,20,1,,,,,,1,86,,0.0,,1,1,86,,0.0,1,1,,,,,,,,,,,,,,,,,,
87,ij6qvshj,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,87,,0.0,,1,1,87,,0.0,,,,,,1,1,87,,0.0,,,,,1,1,87,,0.0,20,1,,,,,,1,87,,0.0,,1,1,87,,0.0,1,1,,,,,,,,,,,,,,,,,,
88,1av97dxm,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,88,,0.0,,1,1,88,,0.0,,,,,,1,1,88,,0.0,,,,,1,1,88,,0.0,20,1,,,,,,1,88,,0.0,,1,1,88,,0.0,1,1,,,,,,,,,,,,,,,,,,
89,37q461c6,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,89,,0.0,,1,1,89,,0.0,,,,,,1,1,89,,0.0,,,,,1,1,89,,0.0,20,1,,,,,,1,89,,0.0,,1,1,89,,0.0,1,1,,,,,,,,,,,,,,,,,,
90,hwo4kvqn,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,90,,0.0,,1,1,90,,0.0,,,,,,1,1,90,,0.0,,,,,1,1,90,,0.0,20,1,,,,,,1,90,,0.0,,1,1,90,,0.0,1,1,,,,,,,,,,,,,,,,,,
91,rcy3whfr,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,91,,0.0,,1,1,91,,0.0,,,,,,1,1,91,,0.0,,,,,1,1,91,,0.0,20,1,,,,,,1,91,,0.0,,1,1,91,,0.0,1,1,,,,,,,,,,,,,,,,,,
92,jh67174q,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,92,,0.0,,1,1,92,,0.0,,,,,,1,1,92,,0.0,,,,,1,1,92,,0.0,20,1,,,,,,1,92,,0.0,,1,1,92,,0.0,1,1,,,,,,,,,,,,,,,,,,
93,5o3f7qkk,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,93,,0.0,,1,1,93,,0.0,,,,,,1,1,93,,0.0,,,,,1,1,93,,0.0,20,1,,,,,,1,93,,0.0,,1,1,93,,0.0,1,1,,,,,,,,,,,,,,,,,,
94,47xb1nt7,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,94,,0.0,,1,1,94,,0.0,,,,,,1,1,94,,0.0,,,,,1,1,94,,0.0,20,1,,,,,,1,94,,0.0,,1,1,94,,0.0,1,1,,,,,,,,,,,,,,,,,,
95,7z7ow0et,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,95,,0.0,,1,1,95,,0.0,,,,,,1,1,95,,0.0,,,,,1,1,95,,0.0,20,1,,,,,,1,95,,0.0,,1,1,95,,0.0,1,1,,,,,,,,,,,,,,,,,,
96,cql7p74o,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,96,,0.0,,1,1,96,,0.0,,,,,,1,1,96,,0.0,,,,,1,1,96,,0.0,20,1,,,,,,1,96,,0.0,,1,1,96,,0.0,1,1,,,,,,,,,,,,,,,,,,
97,to9f4i8w,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,97,,0.0,,1,1,97,,0.0,,,,,,1,1,97,,0.0,,,,,1,1,97,,0.0,20,1,,,,,,1,97,,0.0,,1,1,97,,0.0,1,1,,,,,,,,,,,,,,,,,,
98,nk6qlbnu,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,98,,0.0,,1,1,98,,0.0,,,,,,1,1,98,,0.0,,,,,1,1,98,,0.0,20,1,,,,,,1,98,,0.0,,1,1,98,,0.0,1,1,,,,,,,,,,,,,,,,,,
99,a881ww75,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,99,,0.0,,1,1,99,,0.0,,,,,,1,1,99,,0.0,,,,,1,1,99,,0.0,20,1,,,,,,1,99,,0.0,,1,1,99,,0.0,1,1,,,,,,,,,,,,,,,,,,
100,d79vsucg,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,100,,0.0,,1,1,100,,0.0,,,,,,1,1,100,,0.0,,,,,1,1,100,,0.0,20,1,,,,,,1,100,,0.0,,1,1,100,,0.0,1,1,,,,,,,,,,,,,,,,,,
101,3cdj8rv2,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,101,,0.0,,1,1,101,,0.0,,,,,,1,1,101,,0.0,,,,,1,1,101,,0.0,20,1,,,,,,1,101,,0.0,,1,1,101,,0.0,1,1,,,,,,,,,,,,,,,,,,
102,d35evam3,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,102,,0.0,,1,1,102,,0.0,,,,,,1,1,102,,0.0,,,,,1,1,102,,0.0,20,1,,,,,,1,102,,0.0,,1,1,102,,0.0,1,1,,,,,,,,,,,,,,,,,,
103,uciwphpx,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,103,,0.0,,1,1,103,,0.0,,,,,,1,1,103,,0.0,,,,,1,1,103,,0.0,20,1,,,,,,1,103,,0.0,,1,1,103,,0.0,1,1,,,,,,,,,,,,,,,,,,
104,9v8yo34n,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,104,,0.0,,1,1,104,,0.0,,,,,,1,1,104,,0.0,,,,,1,1,104,,0.0,20,1,,,,,,1,104,,0.0,,1,1,104,,0.0,1,1,,,,,,,,,,,,,,,,,,
105,xhzh7u9j,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,105,,0.0,,1,1,105,,0.0,,,,,,1,1,105,,0.0,,,,,1,1,105,,0.0,20,1,,,,,,1,105,,0.0,,1,1,105,,0.0,1,1,,,,,,,,,,,,,,,,,,
106,0y9bj4wo,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,106,,0.0,,1,1,106,,0.0,,,,,,1,1,106,,0.0,,,,,1,1,106,,0.0,20,1,,,,,,1,106,,0.0,,1,1,106,,0.0,1,1,,,,,,,,,,,,,,,,,,
107,4w49nqb3,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,107,,0.0,,1,1,107,,0.0,,,,,,1,1,107,,0.0,,,,,1,1,107,,0.0,20,1,,,,,,1,107,,0.0,,1,1,107,,0.0,1,1,,,,,,,,,,,,,,,,,,
108,6ww2pvff,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,108,,0.0,,1,1,108,,0.0,,,,,,1,1,108,,0.0,,,,,1,1,108,,0.0,20,1,,,,,,1,108,,0.0,,1,1,108,,0.0,1,1,,,,,,,,,,,,,,,,,,
109,6wrz2rxl,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,109,,0.0,,1,1,109,,0.0,,,,,,1,1,109,,0.0,,,,,1,1,109,,0.0,20,1,,,,,,1,109,,0.0,,1,1,109,,0.0,1,1,,,,,,,,,,,,,,,,,,
110,7kn2c2u3,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,110,,0.0,,1,1,110,,0.0,,,,,,1,1,110,,0.0,,,,,1,1,110,,0.0,20,1,,,,,,1,110,,0.0,,1,1,110,,0.0,1,1,,,,,,,,,,,,,,,,,,
111,usbebeke,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,111,,0.0,,1,1,111,,0.0,,,,,,1,1,111,,0.0,,,,,1,1,111,,0.0,20,1,,,,,,1,111,,0.0,,1,1,111,,0.0,1,1,,,,,,,,,,,,,,,,,,
112,yjbz44ym,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,112,,0.0,,1,1,112,,0.0,,,,,,1,1,112,,0.0,,,,,1,1,112,,0.0,20,1,,,,,,1,112,,0.0,,1,1,112,,0.0,1,1,,,,,,,,,,,,,,,,,,
113,st1rnwui,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,113,,0.0,,1,1,113,,0.0,,,,,,1,1,113,,0.0,,,,,1,1,113,,0.0,20,1,,,,,,1,113,,0.0,,1,1,113,,0.0,1,1,,,,,,,,,,,,,,,,,,
114,t8xfhg4l,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,114,,0.0,,1,1,114,,0.0,,,,,,1,1,114,,0.0,,,,,1,1,114,,0.0,20,1,,,,,,1,114,,0.0,,1,1,114,,0.0,1,1,,,,,,,,,,,,,,,,,,
115,5edn7sl9,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,115,,0.0,,1,1,115,,0.0,,,,,,1,1,115,,0.0,,,,,1,1,115,,0.0,20,1,,,,,,1,115,,0.0,,1,1,115,,0.0,1,1,,,,,,,,,,,,,,,,,,
116,er9jz4fm,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,116,,0.0,,1,1,116,,0.0,,,,,,1,1,116,,0.0,,,,,1,1,116,,0.0,20,1,,,,,,1,116,,0.0,,1,1,116,,0.0,1,1,,,,,,,,,,,,,,,,,,
117,6vfri8c0,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,117,,0.0,,1,1,117,,0.0,,,,,,1,1,117,,0.0,,,,,1,1,117,,0.0,20,1,,,,,,1,117,,0.0,,1,1,117,,0.0,1,1,,,,,,,,,,,,,,,,,,
118,fo27vpeo,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,118,,0.0,,1,1,118,,0.0,,,,,,1,1,118,,0.0,,,,,1,1,118,,0.0,20,1,,,,,,1,118,,0.0,,1,1,118,,0.0,1,1,,,,,,,,,,,,,,,,,,
119,tjfzguk7,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,119,,0.0,,1,1,119,,0.0,,,,,,1,1,119,,0.0,,,,,1,1,119,,0.0,20,1,,,,,,1,119,,0.0,,1,1,119,,0.0,1,1,,,,,,,,,,,,,,,,,,
120,vq4vy22h,,0,0,13,,,,0,,,0.0,,xfg6s7su,,,,,0,trust,0.01,0.25,,120,,0.0,,1,1,120,,0.0,,,,,,1,1,120,,0.0,,,,,1,1,120,,0.0,20,1,,,,,,1,120,,0.0,,1,1,120,,0.0,1,1,,,,,,,,,,,,,,,,,,
